FIPS,clase,incidencia_edad,confianza_inferior,confianza_superior,recuento_anual,tendencia_reciente_incidencia,intervalo_inferior,intervalo_superior
13099,estable,61.5,44.3,83.7,9,0.1,-31.5,46.3
13101,desconocido,0,0,0,0,0,0,0
13103,estable,85.2,73.4,98.3,41,5.2,-10.1,23
13105,estable,73.4,59.7,89.7,20,-5.4,-32.3,32.3
13107,estable,67.6,54.2,83.4,18,14.9,-15.6,56.5
13109,estable,68.8,49.6,93.1,9,-10.4,-38.8,31.3
13111,estable,73.2,61.3,87.2,29,2.5,-16.4,25.7
13113,estable,47.4,41.9,53.5,57,-4.2,-14.6,7.4
13115,estable,81.1,73.8,89,92,-6.6,-16,3.9
13117,estable,60.6,54.9,66.7,90,-3.8,-9.3,2.1
13119,estable,81.4,67.6,97.6,25,2,-17.1,25.4
13121,decendiente,54.5,52.2,57,431,-1.4,-1.8,-1.1
13123,estable,76.1,64.3,89.7,32,2.9,-14.6,24
13125,desconocido,0,0,0,0,0,0,0
13127,estable,71.9,64.6,79.9,73,-5.9,-15.3,4.6
13129,estable,94.7,83.6,106.9,55,-5.3,-14,4.3
13131,estable,74,60.8,89.4,23,-2,-11.6,8.5
13133,desconocido,69.9,55.8,87.2,19,0,0,0
13135,decendiente,51.8,48.9,54.7,288,-1.6,-2.1,-1
13137,estable,64.4,55.1,74.8,35,8.3,-11.4,32.5
13139,estable,61.2,56.1,66.7,108,-0.5,-10.4,10.4
13141,desconocido,38.8,24.9,58.8,5,0,0,0
13143,decendiente,94.4,80.3,110.4,33,-13.3,-22.2,-3.4
13145,estable,62,51.1,74.7,24,-2.2,-31.7,40
13147,estable,69,57.4,82.6,25,2,-22.1,33.5
13149,estable,104.6,81.4,132.6,15,1.6,-15.3,22
13151,estable,60.3,54.9,66.1,102,-4,-14.5,7.9
13153,estable,73.2,66.7,80.2,96,-5.2,-13.1,3.5
13155,estable,83.4,62.1,110.2,10,-7.9,-45.3,54.9
13157,estable,78.4,68.7,89.1,50,-0.1,-13,14.8
13159,desconocido,78.7,59.6,102.1,12,0,0,0
13161,estable,76.2,58.5,97.8,13,-3.6,-29.3,31.5
13163,desconocido,62.8,48.6,80.3,14,0,0,0
13165,estable,68.6,47.7,96.1,7,0.6,-23.9,33
13167,estable,65.4,46.2,90.5,8,5,-11.2,24.1
13169,estable,79.9,66.6,95.2,27,-7.5,-36.2,34.3
13171,estable,86.5,69.3,106.8,18,-7.5,-24.9,14
13173,estable,77.2,54.6,106,8,-7.3,-36.6,35.5
13175,estable,69.5,60.3,79.9,41,11.1,-2.4,26.5
13177,estable,83.2,66.5,102.6,19,-12.9,-29.2,7.2
13179,estable,76.8,64,91.1,30,15.3,-5,39.9
13181,estable,65.3,45.3,92.2,7,27.9,-4.3,70.8
13183,estable,88.9,64.7,118.7,10,11.1,-24.9,64.2
13185,estable,65.3,58.1,73.1,62,-1.6,-15.1,14.1
13187,estable,72.3,59.6,87.1,24,2.4,-35.3,62
13189,estable,69.5,55.5,86,18,-3.9,-22.5,19.2
13191,estable,55,40.9,72.8,11,0.5,-7.1,8.8
13193,estable,69,51.6,90.5,11,-4.9,-27.5,24.6
13195,estable,90.4,76.3,106.6,31,-2.9,-11.2,6.1
13197,decendiente,64.6,43.5,92.8,7,-20.2,-35.7,-1.1
13199,estable,66.8,53.8,82.2,19,-19.3,-37.2,3.7
13201,estable,89.1,62.8,124.1,8,-7.7,-28.8,19.5
13205,estable,85.1,70,102.7,23,-11.4,-30.7,13.3
13207,estable,72.7,59.9,87.6,24,5.6,-24.4,47.4
13209,estable,71.7,49.2,101,7,-23.1,-54.5,29.8
13211,desconocido,65.5,51.6,82.4,16,0,0,0
13213,estable,103.1,89.1,118.7,42,-10.1,-25.6,8.6
13215,estable,70.3,65,75.9,134,-3.9,-13.8,7.1
13217,estable,78.9,70.6,87.9,69,-1.7,-17.1,16.5
13219,estable,46.8,36.6,59.1,15,13.1,-12.7,46.5
13221,estable,75.4,58.2,96.4,14,-3.5,-18.4,14.3
13223,estable,77.7,70,86.1,83,-3.4,-18.9,15.2
13225,estable,77.9,63.7,94.3,22,8.5,-17.3,42.2
13227,estable,82.3,69.9,96.4,34,-2.9,-17.7,14.6
13229,estable,80.1,64,99.3,18,-11.9,-36.8,22.8
13231,estable,75.6,59,95.6,15,13.4,-17.8,56.4
13233,estable,102,89.3,115.9,48,-5.1,-22.8,16.7
13235,estable,50.6,36,69.9,8,-5.6,-30.5,28.3
13237,desconocido,74.4,60.9,90.3,23,0,0,0
13239,estable,110.8,69.5,174,5,-18.3,-45.2,21.9
13241,estable,67.1,53.4,83.8,18,8.6,-20.8,48.8
13243,estable,56.6,37.8,82.6,6,10,-13.4,39.8
13245,decendiente,72.7,67.4,78.2,148,-7.7,-14.3,-0.6
13247,estable,60.7,53.1,69.1,49,-11.1,-21,0
13249,estable,69.9,41.8,110.6,4,19.6,-35.2,120.7
13251,estable,79.1,61.6,100.4,15,5.4,-6.6,19
13253,estable,66.4,48.6,89.8,9,12.5,-9.5,39.9
13255,estable,74.3,65.6,83.8,55,1.6,-18.7,27
13257,estable,76.8,64.2,91.5,27,3.4,-14.6,25.2
13259,estable,65.5,40.7,100.7,4,19.8,-34.1,117.9
13261,estable,63.1,51.8,76.3,22,7.1,-18.9,41.4
13263,estable,73.2,50,104.9,7,3,-44.9,92.4
13265,desconocido,0,0,0,0,0,0,0
13267,estable,100.8,84,120,26,-5.2,-30.4,29.1
13269,estable,54.2,36.5,78.2,6,4.7,-36.9,73.7
13271,estable,55.1,41.4,72.1,11,-4.7,-28.3,26.6
13273,estable,63,44.5,87.2,8,3.7,-32.9,60.2
13275,estable,74.5,64.6,85.6,41,-0.1,-21.1,26.6
13277,estable,71.4,60.5,83.8,31,4.1,-24.6,43.9
13279,estable,74,60.9,89.2,23,-3.6,-31.5,35.5
13281,estable,62.4,48.9,80.7,15,4.4,-12.9,25.1
13283,estable,78.5,53.1,112.2,6,-16.2,-37.2,12
13285,estable,71.1,62.6,80.5,52,-6.6,-19.3,8.1
13287,estable,80.4,57.9,109.2,9,12.7,-12.2,44.8
13289,estable,91.8,68.8,121.1,12,6.1,-26.2,52.4
13291,estable,70.4,59,84.1,30,-2,-25.4,28.8
13293,estable,87.8,74.3,103.3,31,-4.6,-18.8,12.1
13295,estable,84.3,75.7,93.6,72,1.4,-15.6,21.9
13297,estable,67.9,60.3,76.2,61,-2.3,-17.5,15.8
13299,estable,70.6,59.9,82.7,32,0.8,-13.5,17.5
13301,desconocido,84.9,57.5,122.1,7,0,0,0
13303,desconocido,68.2,54.2,84.9,17,0,0,0
13305,estable,76.2,63.3,91.1,25,-11.5,-24.6,3.9
13307,desconocido,0,0,0,0,0,0,0
13309,estable,62.8,40.5,93.4,5,1,-41,72.9
13311,estable,69.8,58.2,83.2,27,-4.2,-16.7,10.3
13313,estable,77.6,70.1,85.8,79,-1.6,-14.3,12.9
13315,estable,64.9,44.7,91.5,7,-1.6,-16.4,15.9
13317,estable,66,48.6,88.4,10,-3.7,-18.4,13.8
13319,estable,79.9,59.8,105.3,11,4.3,-4.7,14.2
13321,estable,70.8,56.9,87.3,19,14.7,-9.6,45.5
15001,estable,44.9,41,49,107,3.2,-6.2,13.5
15003,estable,48.3,46.5,50.2,550,0.7,-5.5,7.4
15005,desconocido,0,0,0,0,0,0,0
15007,estable,45.2,38.9,52.3,39,-10.5,-21.2,1.7
15009,estable,43.2,39,47.8,80,0.9,-7.2,9.7
16001,estable,52.2,48.8,55.7,191,-2,-11.6,8.6
16003,estable,69.5,43.6,110.1,5,15.7,-48.6,160.5
16005,estable,41,34.8,48,32,2.4,-23.6,37.4
16007,desconocido,0,0,0,0,0,0,0
16009,estable,79,58.3,105.5,10,-13.1,-44,34.7
16011,estable,38.7,31,47.8,18,-10.2,-34.2,22.4
16013,estable,22.6,14,34.4,5,-13.8,-44.2,33.3
16015,estable,69.2,45.1,103.1,6,-6.8,-52.1,81.3
16017,estable,54.3,45.9,64,32,-0.4,-11.1,11.7
16019,estable,35.7,30.5,41.6,35,-4.7,-17.6,10.2
16021,estable,46.3,32.3,65.3,7,3.3,-22.9,38.4
16023,desconocido,0,0,0,0,0,0,0
16025,desconocido,0,0,0,0,0,0,0
16027,estable,56.1,51.2,61.3,99,-4,-11.5,4.1
16029,desconocido,0,0,0,0,0,0,0
16031,estable,34,24.1,46.6,8,5.4,-37.9,78.9
16033,desconocido,0,0,0,0,0,0,0
16035,estable,55.4,39.3,77.6,8,6.3,-24.9,50.4
16037,estable,52.4,30.5,87.6,4,-17.2,-41.5,17.2
16039,estable,72.4,57.6,89.8,17,-5.3,-33.4,34.8
16041,desconocido,0,0,0,0,0,0,0
16043,estable,40.4,27.1,58.2,6,6.4,-24.1,49.3
16045,estable,67.1,53.6,83.6,17,-12.9,-38.2,22.7
16047,estable,66.9,50.9,86.5,12,9.3,-14.9,40.6
16049,estable,48.2,37.2,62.3,14,11.1,-7.4,33.2
16051,estable,33.9,23.6,46.8,7,11.1,-14.4,44.2
16053,estable,48,35.6,63.3,10,-8.3,-34,27.4
16055,estable,56.6,51.6,62.1,96,2.4,-1.7,6.7
16057,estable,50.6,40.1,63,17,6.9,-19.8,42.4
16059,estable,46.5,32,67.7,7,-6.9,-43.6,53.5
16061,estable,66.5,41.6,105.4,4,-10.4,-29.5,13.9
16063,desconocido,0,0,0,0,0,0,0
16065,desconocido,0,0,0,0,0,0,0
16067,estable,54.8,42,70.5,13,5.1,-7.9,20
16069,estable,69.3,59.7,80.1,38,-8.2,-24.3,11.3
16071,desconocido,0,0,0,0,0,0,0
16073,estable,40.7,26.7,59.8,5,-5,-47.4,71.7
16075,estable,64.8,52,80.1,18,-4.6,-9.1,0.2
16077,desconocido,41.4,23.9,66.9,3,0,0,0
16079,estable,98.7,80.1,121.1,20,1,-7.9,10.7
16081,desconocido,0,0,0,0,0,0,0
16083,estable,53.4,46.7,60.9,47,-8.9,-21.1,5.1
16085,estable,41.3,26.8,61.9,6,9.7,-28.3,68
16087,estable,68.3,50.9,90.7,11,-5.8,-39.4,46.3
17001,estable,74.1,66.3,82.7,68,-2.9,-12.8,8.1
17003,estable,93.5,69.9,123.6,11,-4.6,-24.1,20
17005,estable,70.2,55.3,88.1,15,-11.7,-45.2,42.1
17007,estable,66.3,56.8,76.8,36,-2.1,-7.7,3.9
17009,estable,81.4,54.8,117.1,6,22.4,-15.9,78.1
17011,estable,69.6,59.4,81.2,34,4.3,-1.8,10.7
17013,estable,81.4,54.1,119.5,6,-1.5,-26.3,31.5
17015,estable,54,41.8,69.4,14,2.6,-25.7,41.6
17017,estable,89.7,70.6,112.8,15,-2.6,-27.1,30
17019,estable,62.4,57.2,68,107,-7.4,-14.2,0
17021,estable,94.1,82,107.6,45,-9.3,-20.1,2.9
17023,estable,75.5,60.2,93.8,17,-4.2,-35.2,41.6
17025,estable,79.5,62.5,100.2,15,-5.2,-21.9,15.2
17027,estable,63.6,53.7,75,29,-8.7,-26.7,13.7
17029,estable,80.4,70.5,91.5,48,-4.9,-20.8,14.3
17031,decendiente,63.4,62.4,64.4,3359,-3.5,-5.5,-1.5
17033,estable,88.9,73.6,106.7,24,-11.7,-24.9,3.8
17035,estable,89.1,68.6,114.2,13,12.6,-11,42.6
17037,estable,72.8,64.9,81.4,63,-6.3,-15.2,3.7
17039,estable,94.3,76.8,115,21,-7,-22.6,11.8
17041,estable,66.3,52.8,82.4,17,1.9,-15.1,22.4
17043,decendiente,56.1,53.9,58.3,529,-4.5,-7.4,-1.6
17045,estable,76.6,62.1,93.9,20,-5,-30.1,29
17047,estable,88.7,63.9,121.1,9,4.2,-23.8,42.6
17049,estable,67.5,56.8,79.7,29,-2,-29.1,35.3
17051,estable,58,46,72.4,16,-8,-31.5,23.5
17053,estable,66.8,51.8,85.4,14,8.5,-3,21.4
17055,estable,103.4,91.8,116.3,59,-1.1,-18.8,20.6
17057,estable,74.9,64.4,86.7,38,-3,-18.1,14.9
17059,decendiente,87.9,62,123.1,8,-14.7,-20.4,-8.6
17061,estable,72.7,56.3,92.9,14,7.4,-9.4,27.3
17063,estable,90,78.4,102.8,45,-2.5,-18.4,16.5
17065,estable,85.2,63.5,112.9,11,17.5,-18,68.4
17067,estable,74.4,60.4,91.1,21,-2.3,-27,30.8
17069,estable,90.3,61.3,131.6,6,-12.8,-45,38.3
17071,estable,78.2,56.6,107.1,9,-10.3,-31.1,16.8
17073,estable,74.9,66,84.8,52,-0.1,-7.3,7.7
17075,estable,72,61.1,84.6,31,2.4,-17,26.4
17077,estable,69,59.7,79.4,41,-0.5,-11.3,11.7
17079,estable,67.3,48.6,91.6,9,6.1,-37.3,79.6
17081,decendiente,92.7,80.9,105.8,46,-10.7,-16.9,-4.1
17083,estable,78.7,65,94.7,23,-5.6,-37.3,42.2
17085,estable,55.9,45.8,68.2,22,5.1,-3.3,14.1
17087,estable,83.6,65.2,106.2,15,0.3,-26.1,36.1
17089,estable,58.9,55.7,62.2,266,-5.2,-10.7,0.7
17091,estable,73.6,67,80.7,94,-5,-13.9,4.7
17093,estable,54.6,47.3,62.6,45,4.3,-2.5,11.6
17095,estable,69.1,60.9,78.2,53,-6.1,-16.2,5.3
17097,estable,58.2,55.5,61,379,-3.6,-10.4,3.6
17099,estable,76.4,70.2,83.1,113,-0.1,-12.1,13.5
17101,estable,88.2,71,108.5,19,-5.5,-22.6,15.5
17103,decendiente,66.9,56.6,78.6,31,-12.4,-21.3,-2.5
17105,estable,81.6,70.5,94,40,3.4,-27,46.5
17107,estable,90.7,77.4,105.6,34,8.6,-8.9,29.5
17109,estable,63.1,51.9,76.2,23,3.3,-14.7,25.1
17111,decendiente,65.3,61,69.8,185,-4.3,-8.4,-0.1
17113,estable,64.1,58.4,70.2,97,-4.7,-9.4,0.2
17115,decendiente,96.6,89.5,104.2,140,-7.4,-11.3,-3.3
17117,estable,79.5,70,90.1,52,0.9,-14.8,19.4
17119,decendiente,83.5,79,88.2,265,-2.4,-4.6,-0.2
17121,estable,91.5,80.3,104.1,49,-6.2,-15.2,3.8
17123,estable,58.5,44.4,76.5,12,2.3,-29.2,47.9
17125,estable,92.3,74.7,113.3,20,-0.8,-14.4,15
17127,estable,100.9,82.7,122.4,22,-8.6,-37.5,33.6
17129,estable,75.9,58.1,97.9,13,18.9,-13.9,64.1
17131,estable,76.7,61.8,94.6,19,-1.7,-31.4,41.1
17133,estable,60.9,50.4,72.9,24,-3,-13.1,8.2
17135,estable,86.5,73.8,100.9,34,-1.1,-22.7,26.5
17137,estable,77.6,66.4,90.2,36,-2.5,-18,15.9
17139,estable,56.9,42.9,74.3,11,-18.2,-34.1,1.6
17141,estable,66.7,58.2,76.2,45,2.7,-9.2,16.2
17143,estable,84,78.6,89.8,180,-0.3,-12.5,13.6
17145,estable,74.4,60.6,90.6,21,-3.2,-15.9,11.3
17147,estable,79.8,64,98.7,18,1.9,-8.6,13.7
17149,estable,68.4,54.3,85.6,17,-7.4,-20.1,7.3
17151,decendiente,105.5,70.5,154.1,7,-5.7,-9.8,-1.5
17153,estable,113.1,83.3,151.5,10,27.1,-1.7,64.3
17155,estable,73.5,50.4,105.6,7,22.9,-18,84
17157,estable,78.6,67,91.8,33,-0.2,-27.7,37.9
17159,creciente,81.6,65.7,100.6,19,18.9,7.2,31.9
17161,estable,66.8,61.7,72.4,127,-6.4,-15,3.1
17163,estable,75.8,71.3,80.5,219,0.1,-7.4,8.3
17165,estable,91.8,78.1,107.5,33,0.9,-9.9,12.9
17167,estable,77.6,72.5,82.9,183,-0.1,-10,10.9
17169,estable,82.9,59.9,112.9,9,5.3,-17.8,35
17171,estable,83.2,56.9,119.4,6,9,-28.1,65
17173,estable,77.1,64.1,92.4,25,-7.3,-26.8,17.2
17175,estable,77.3,54.1,109.1,7,-12,-46,43.3
17177,estable,63.8,55.4,73.3,43,-4.9,-18.9,11.6
17179,decendiente,87.2,81,93.8,151,-2.8,-4.8,-0.9
17181,estable,102.7,85.3,122.9,26,-0.8,-13.8,14.2
17183,estable,86.4,78.6,94.8,92,0,-12.8,14.7
17185,decendiente,91.6,72,115.5,15,-15.8,-25.8,-4.5
17187,estable,74,59,92,17,7.1,-13.1,32.1
17189,estable,74.1,58.1,93.5,15,-1.4,-9.7,7.6
17191,estable,89.2,73.3,108,22,0.8,-17.1,22.6
17193,decendiente,81.2,64.9,100.9,18,-18.6,-32.9,-1.2
17195,estable,71.8,63.6,80.9,57,1.1,-9.8,13.3
17197,decendiente,72,68.8,75.3,414,-3.9,-7.4,-0.4
17199,estable,97.5,88.3,107.4,85,3.5,-8.1,16.6
17201,estable,74,69.9,78.3,252,-3.5,-11.2,4.9
17203,estable,61,51.4,72.1,29,-9.3,-24,8.3
18001,creciente,50.2,40.5,61.5,19,10.9,0.3,22.6
18003,estable,61.9,58.3,65.7,227,-0.9,-4.5,2.8
18005,estable,77.8,69.7,86.6,69,-0.7,-12.3,12.3
18007,estable,82.7,60.3,111.3,9,-12.5,-36.1,19.7
18009,estable,74.9,57.9,95.9,13,0,-18.9,23.3
18011,estable,67,57.7,77.3,39,-14.2,-29.1,3.7
18013,estable,61.8,47.5,79.8,14,0.9,-17.2,22.9
18015,estable,66.1,52.7,82.2,17,-0.5,-23.1,28.7
18017,estable,89.5,77.7,102.6,42,0.6,-10,12.4
18019,estable,88.1,80.6,96,107,0.6,-4.1,5.5
18021,estable,73.8,61.4,88.2,25,7.6,-17,39.6
18023,estable,76.2,64.2,89.9,29,-6.9,-20.2,8.6
18025,estable,94.6,72.2,122.2,13,12,-7.8,36.1
18027,estable,62.8,51.6,75.7,23,0.3,-21.6,28.4
18029,estable,82.3,72,93.6,48,0.7,-18.7,24.7
18031,estable,69.6,57,84.4,21,-4.5,-8.9,0.1
18033,estable,68.5,58.3,80.1,33,-6.4,-25.1,17.1
18035,estable,79.9,73.2,87.1,108,-4.3,-18.1,11.9
18037,estable,55,46.2,65.1,28,-2.4,-19.1,17.8
18039,estable,70.2,65.1,75.6,144,-5.6,-12,1.3
18041,estable,87.4,73.4,103.4,29,-8.5,-29,18
18043,estable,79.3,70.9,88.5,67,-4.9,-13,4
18045,estable,82.3,66.7,100.9,20,-6.9,-31,25.5
18047,estable,64.7,52,79.7,18,16.2,-0.4,35.7
18049,estable,83.8,69,101.1,23,-2.1,-12,8.8
18051,estable,70,59.1,82.5,29,-1.8,-17.4,16.6
18053,estable,85.5,77.1,94.6,78,3.3,-13.4,23.1
18055,estable,81.1,69.4,94.3,35,-7.8,-17.5,3
18057,estable,46.7,42.6,51,102,4.2,-4.9,14.1
18059,estable,83.1,74.1,92.9,65,1.1,-11.7,15.8
18061,creciente,90.7,78.7,104.1,43,5.8,1.9,10
18063,decendiente,69.9,63.7,76.5,98,-6.1,-10.4,-1.5
18065,estable,76.6,67.3,87,49,-4,-22.9,19.6
18067,estable,75,67.8,82.9,81,0.9,-4.5,6.6
18069,estable,65,54.7,76.8,29,-7.4,-21.1,8.7
18071,estable,81.4,70.7,93.3,42,3.6,-9.2,18.3
18073,estable,85.6,72.8,100,33,-4.1,-9.4,1.6
18075,estable,68.9,55.2,85.2,18,-4.9,-34.5,38.3
18077,estable,81.7,69.3,95.7,32,11,-10.1,36.9
18079,estable,97.9,82.6,115.4,30,-7.7,-20.9,7.6
18081,estable,67.9,62,74.2,101,-7.2,-16.7,3.5
18083,estable,76,65.3,88.1,37,5.5,-8.6,21.7
18085,estable,71.6,63.9,80.1,64,-3.4,-6.8,0
18087,estable,56.4,45.9,68.6,21,-3,-43,64.9
18089,estable,74,70.8,77.3,412,-1.1,-6.4,4.4
18091,estable,77.2,70.6,84.3,103,1.7,-9.2,13.9
18093,estable,89.5,79.1,101,55,-0.9,-6.6,5.2
18095,estable,81.8,75.6,88.4,133,-0.6,-14.4,15.6
18097,estable,79.7,76.9,82.4,682,-1,-4.4,2.4
18099,estable,67.1,57.9,77.5,39,9.3,-7.7,29.6
18101,estable,71.5,52.5,95.7,10,19,-6.7,51.7
18103,estable,77.1,65.7,89.9,34,-6,-16.2,5.4
18105,estable,66.9,60.4,73.8,81,-3.2,-12.4,6.9
18107,estable,70,59.7,81.7,33,-12.9,-25.3,1.6
18109,estable,83.9,74.8,93.8,65,-0.8,-12.3,12.4
18111,estable,75.3,58.7,95.5,15,-4.4,-19.6,13.7
18113,estable,69,59,80.2,35,-1.8,-14.3,12.6
18115,estable,123.2,91.2,164.2,10,-10.3,-21.1,2
18117,estable,85.4,70.1,103.4,22,-9.3,-27.2,13
18119,estable,85,70,102.5,24,-10.7,-25.2,6.6
18121,estable,75.1,59.7,93.6,17,-11.3,-27.8,8.8
18123,estable,101.2,83.8,121.4,24,-5.8,-27.8,23
18125,estable,66.6,50.8,86.3,12,-7.5,-22.7,10.8
18127,estable,73.6,68,79.6,133,-5.7,-11.2,0.3
18129,estable,60.3,48.5,74.2,19,0.2,-23.5,31.2
18131,estable,71.1,54.7,91.3,13,6.6,-11,27.6
18133,estable,95.1,82.5,109.3,41,-0.5,-8.6,8.4
18135,estable,83.1,70.1,98,29,-0.8,-15.6,16.6
18137,estable,75.6,63.2,89.9,27,-9.5,-22.8,6.1
18139,estable,80.8,65,99.7,18,-7.2,-17.8,4.8
18141,decendiente,71.5,67.2,76.1,212,-6,-9.8,-2
18143,estable,91.8,76.5,109.4,26,-5.4,-17.4,8.4
18145,estable,81.8,71,93.7,43,-2.9,-16.6,13.1
18147,estable,77.9,63.6,94.7,21,-1.1,-33.6,47.2
18149,estable,93.5,78.6,110.7,29,3.6,-13.5,24
18151,creciente,71,60.1,83.5,31,18.1,8.2,28.9
18153,estable,81.8,66.9,99.2,22,-1.9,-12.7,10.2
18155,estable,84.7,63,111.8,11,-13.8,-38.1,19.9
18157,estable,64,58.1,70.3,91,-7.1,-16.4,3.1
18159,estable,73.3,57.7,92.2,16,3.1,-10.7,19
18161,estable,65.2,44.6,93.1,7,-14.6,-33.6,9.8
18163,estable,79.6,74.2,85.2,169,-1.2,-9.1,7.4
18165,estable,92.6,75.3,113.1,20,-0.8,-17,18.5
18167,estable,80.4,73.2,88,96,-4.9,-13.1,4.1
18169,estable,64.3,53.9,76.2,28,2.2,-16.9,25.8
18171,decendiente,66,46,92.5,7,-17.2,-27.6,-5.4
18173,estable,66.7,58.2,76.1,47,-0.3,-13.1,14.3
18175,estable,96.2,81.8,112.5,33,-8.6,-20.8,5.5
18177,estable,85.2,76.8,94.4,77,-1.8,-12.4,10.1
18179,estable,52.4,42.2,64.5,19,6.8,-16.2,36
18181,estable,76.2,63.5,90.9,26,-7.7,-27.5,17.5
18183,estable,63.8,53.1,76.2,26,-1.5,-32.8,44.6
19001,estable,65.2,46.1,91.2,8,1.5,-0.7,3.6
19003,estable,68.9,41.5,110.3,4,0.6,-1.7,3
19005,estable,39.9,28.7,54.7,9,-1.6,-4,0.8
19007,creciente,78.5,61.8,99,15,1.5,0.1,2.9
19009,estable,42.4,26.3,67.3,4,1.4,-1.7,4.7
19011,estable,67.5,55.3,81.7,22,-0.6,-1.8,0.6
19013,estable,72.5,66.4,79,108,-0.5,-1.3,0.3
19015,estable,61.3,50,74.5,21,0.1,-1.4,1.6
19017,estable,41.6,32.3,53.1,14,-1.3,-3,0.4
19019,estable,82.8,67.6,100.5,21,0.7,-0.7,2.2
19021,estable,40.9,30.1,54.6,10,0.5,-1.5,2.5
19023,estable,45.4,33.5,60.8,10,0.2,-1.6,2
19025,estable,54.6,39.3,75,9,-0.8,-2.3,0.6
19027,estable,60.8,48.8,75.3,18,-0.6,-2.5,1.3
19029,estable,73.2,56.9,93.3,15,0.3,-1.2,1.8
19031,estable,66.5,52.6,83.3,16,0.8,-0.8,2.5
19033,estable,65.8,57.1,75.6,43,-0.9,-1.8,0.1
19035,estable,47.6,34.8,64.4,10,-0.5,-2.7,1.7
19037,estable,52.9,38.9,71.2,10,-1.3,-3.4,0.8
19039,creciente,70.6,51,95.7,9,3.1,0.9,5.3
19041,estable,57.8,44.4,74.3,13,0.1,-1.5,1.8
19043,estable,60.3,47.6,75.9,16,0.9,-0.7,2.4
19045,estable,64.1,55.7,73.6,42,-0.8,-1.9,0.3
19047,estable,54.8,41.6,71,12,-0.3,-1.5,1
19049,estable,61.6,52.9,71.2,38,-0.1,-1.1,1
19051,estable,53.6,36.4,76.9,6,-0.6,-2.9,1.7
19053,estable,65,45.4,91.2,7,0.2,-2,2.4
19055,estable,38.4,27.9,52,9,-28.4,-54.8,13.4
19057,estable,86.7,76,98.6,49,0.9,-0.3,2.1
19059,estable,59.6,47.6,74.3,18,-1,-2.5,0.5
19061,decendiente,59.4,53.3,66.1,70,-1.3,-2,-0.5
19063,estable,69.8,51.4,93.3,10,0.8,-1.3,3
19065,estable,59.9,48.4,73.7,19,0,-1.2,1.2
19067,estable,65.7,51.6,82.9,16,-0.3,-2,1.5
19069,creciente,54.7,39.2,75.1,8,2.7,0.1,5.4
19071,estable,76.2,53.9,105.8,8,0.3,-1.8,2.4
19073,creciente,63.7,46.5,86.3,9,3,0.9,5.2
19075,estable,48.7,35.2,66.3,9,0.7,-1.4,2.8
19077,estable,55.6,40.7,75.2,9,-1,-3.2,1.3
19079,estable,64.7,49.9,82.9,14,-0.8,-2.4,0.8
19081,estable,58.8,42.9,79.5,9,0.4,-1.8,2.8
19083,estable,58.5,46,73.9,16,-0.2,-1.7,1.2
19085,estable,86.4,69.2,107,18,-0.2,-1.7,1.3
19087,estable,70.4,56.5,86.9,18,0.9,-0.6,2.4
19089,estable,41.9,27.8,61.5,6,0.2,-2.3,2.9
19091,estable,54.5,39.2,75,9,-0.8,-3,1.4
19093,estable,55.6,37.8,80.5,6,-0.2,-2.3,1.9
19095,estable,47.5,35.5,62.6,11,-11.3,-21.9,0.6
19097,estable,66.1,53,81.7,18,-0.7,-2,0.6
19099,estable,72.4,62.1,84.2,36,-0.6,-1.6,0.4
19101,estable,49.5,36.9,65.6,11,0.3,-1.3,2
19103,estable,50.5,44.4,57.2,53,-0.5,-1.6,0.5
19105,estable,57.8,45.9,72.1,17,-0.5,-2.1,1.1
19107,estable,68.1,50.6,90.6,10,-0.8,-2.1,0.5
19109,estable,58,44.9,74.3,14,0.8,-1,2.6
19111,estable,73.2,62.8,85.1,36,-0.6,-1.7,0.6
19113,decendiente,65.7,61.1,70.6,152,-2.6,-4.6,-0.5
19115,estable,64.1,46.9,86.2,9,0.5,-1.9,2.9
19117,estable,60.1,42.9,83,8,-0.3,-2.6,2.1
19119,estable,45.2,31,64.2,7,-1.7,-3.7,0.4
19121,estable,58.2,43.8,76.2,11,-0.6,-2.2,1
19123,estable,79.1,64.9,95.7,22,1,-0.7,2.6
19125,estable,57.4,47.5,69,24,-0.4,-2.1,1.2
19127,decendiente,65.8,56.2,76.6,35,-2.3,-3.4,-1.1
19129,estable,73.1,56.2,93.8,13,-0.9,-2.7,1
19131,estable,48.2,34.5,66.6,9,-2,-4.1,0.2
19133,estable,58.3,42.6,79.5,9,-0.6,-2.4,1.3
19135,estable,74.8,54,102.1,9,0.8,-1.3,2.9
19137,estable,59,43.3,79.4,10,-0.3,-2.2,1.6
19139,estable,62.8,53.1,73.8,31,-0.3,-1.3,0.7
19141,estable,53.2,40.1,69.8,12,1.4,-0.6,3.4
19143,estable,52.1,33.2,79.4,5,1,-1.6,3.5
19145,estable,98,80.4,118.7,23,0.9,-0.8,2.6
19147,estable,61.1,44.1,83.5,9,0.6,-1.5,2.6
19149,estable,54.9,44,67.8,18,0.8,-0.4,2.2
19151,estable,52.4,35.7,76.2,6,-0.4,-3.1,2.4
19153,estable,75.3,71.5,79.2,309,-0.3,-0.8,0.2
19155,estable,84.6,77,92.7,94,0.1,-0.6,0.8
19157,estable,43.4,32.7,56.9,12,-0.2,-1.8,1.5
